VisitorID,Total_Visits,Total_Purchases,Avg_Time_Spent,Avg_Amount_Spent,Time_Since_Last_Visit,Unique_Shops_Visited,Purchase_to_Visit_Ratio,Last_Visit_Purchase
V2290,6,3,101.91851791361772,443.28820584681796,56,19,0.5,0
V2291,7,0,81.2401424297325,888.4964829533517,16,5,0.0,1
V2292,4,2,113.25495967712524,557.55869483173,1,1,0.5,0
V2293,6,3,76.33823260129664,183.75645615886032,25,11,0.5,0
V2294,4,4,64.67605672560163,425.3675880121049,64,13,1.0,1
V2295,2,1,129.23644401065343,717.4157674118331,43,8,0.5,0
V2296,4,1,89.04900595438222,440.90697571025476,14,16,0.25,0
V2297,5,1,116.53810961806592,521.7867221917268,48,9,0.2,0
V2298,3,6,55.44616764837375,493.0822959565697,68,4,2.0,0
V2299,6,2,61.407334922984006,50.0,14,19,0.33,0
V2300,2,3,51.96965413047111,418.5735076722448,80,7,1.5,0
V2301,2,1,66.77926556332562,409.02810628689156,15,12,0.5,0
V2302,5,0,69.68754400972641,830.1515200051317,77,9,0.0,0
V2303,6,1,67.07398358490364,765.3301319744335,17,13,0.17,1
V2304,4,3,88.82322936959716,263.2096432911454,52,12,0.75,0
V2305,2,1,60.010692081779254,202.26711473007833,10,9,0.5,1
V2306,5,2,67.27984583276655,643.2085430945828,17,12,0.4,0
V2307,7,4,96.51881579848278,502.0281810715278,8,16,0.57,0
V2308,9,2,148.83080940409366,534.1874066711016,2,13,0.22,1
V2309,5,1,104.30313222882727,267.55598905236434,56,3,0.2,1
V2310,7,5,101.5061986153336,487.033116089081,65,6,0.71,1
V2311,10,1,81.9735301773776,362.45318317710553,55,14,0.1,0
V2312,5,1,30.57391076363603,272.65332379534044,69,2,0.2,0
V2313,6,5,84.01073094997835,430.4097859895587,86,3,0.83,0
V2314,7,1,59.32683085901421,463.4636200769806,80,16,0.14,0
V2315,6,0,120.68925141817559,253.99798678347832,73,8,0.0,0
V2316,9,0,137.15717048632348,422.94323508003237,36,6,0.0,1
V2317,6,0,62.71139725210611,359.7935821861786,9,3,0.0,1
V2318,4,1,89.3661669900137,460.71461303652154,14,5,0.25,0
V2319,7,2,49.18648842539456,416.90019037700364,74,4,0.29,0
V2320,3,2,114.8472772944506,833.5253140734255,22,6,0.67,1
V2321,4,1,127.452548052749,546.0788226984392,16,2,0.25,1
V2322,3,1,107.08912035666866,402.4528519618142,41,3,0.33,1
V2323,5,1,99.58989161617984,698.7589001422762,67,8,0.2,1
V2324,2,1,88.68184598927593,80.54139025726687,28,15,0.5,0
V2325,3,1,104.83243704926797,612.359070454465,29,10,0.33,0
V2326,3,1,81.79060752582876,540.706092324704,65,15,0.33,1
V2327,7,1,78.82122703471487,558.7698501499548,28,6,0.14,1
V2328,4,1,127.63298872840434,395.44731225154464,86,12,0.25,1
V2329,7,1,113.45674540684139,667.3815922115466,32,8,0.14,0
V2330,5,1,72.88886917644248,569.3805295060126,52,6,0.2,0
V2331,3,3,144.14978628674163,673.013109162404,11,16,1.0,1
V2332,7,2,69.11845113604632,324.80109346556833,26,15,0.29,0
V2333,4,1,148.00569518603442,722.3083577437168,31,15,0.25,0
V2334,4,1,51.00897136254042,393.94431315344457,20,8,0.25,0
V2335,5,1,85.64716396650167,205.47809129357927,84,19,0.2,1
V2336,3,2,103.65505721638203,866.0363327348714,69,14,0.67,1
V2337,6,1,100.43652977833818,665.860012052685,41,16,0.17,0
V2338,9,3,95.49589441336829,884.0493333530037,67,12,0.33,0
V2339,3,3,128.19073928169666,496.0691144294342,44,3,1.0,1
V2340,2,3,103.27457979724208,697.8282799359595,60,5,1.5,0
V2341,2,1,105.44728029319091,748.1649623479321,7,13,0.5,0
V2342,7,3,71.81215289830959,430.7413525311945,54,15,0.43,1
V2343,5,0,114.58781729413724,178.80024757273867,63,8,0.0,0
V2344,8,0,76.7459598782905,582.8250967844526,82,14,0.0,0
V2345,6,1,124.19558228157202,556.8806573210078,80,15,0.17,1
V2346,4,0,133.26072203234133,565.4470306107465,13,19,0.0,1
V2347,4,2,92.36332033010378,500.15745342476504,33,8,0.5,1
V2348,7,2,105.71398898876414,396.7817065186613,7,10,0.29,1
V2349,2,4,98.52347394912975,378.1819324569415,30,13,2.0,1
V2350,2,2,87.88695912517333,638.0405286838234,11,4,1.0,0
V2351,5,4,83.39570503031943,50.0,70,11,0.8,1
V2352,6,2,56.007435097872495,158.96176827092393,21,2,0.33,1
V2353,6,3,70.1621828525479,129.95577377706422,32,19,0.5,1
V2354,3,2,92.89810954474484,97.01754958103857,5,18,0.67,1
V2355,13,2,132.97963116403537,471.43039799059295,35,6,0.15,0
V2356,6,1,100.28896083508057,612.0659384501698,47,14,0.17,1
V2357,4,2,124.14003490100805,604.9782739842076,12,18,0.5,0
V2358,7,1,37.71978168387564,256.27736720265267,37,11,0.14,1
V2359,4,2,130.88919402393418,157.5733673104117,44,7,0.5,1
V2360,9,3,109.7118822776216,533.0312594478459,22,15,0.33,0
V2361,4,3,121.1790203237311,602.5266897026327,11,1,0.75,0
V2362,4,4,31.70835679841197,615.816446508863,87,10,1.0,0
V2363,8,2,78.17359428381818,216.1400875937428,55,9,0.25,1
V2364,4,1,58.543343700077706,665.5747918057901,10,16,0.25,0
V2365,7,1,111.31132744009518,536.1323505025752,42,16,0.14,0
V2366,4,2,105.29381678416354,300.75896681530645,88,17,0.5,1
V2367,2,3,118.03675727113026,374.6380676661835,80,12,1.5,1
V2368,5,3,78.62931371939402,321.77249977787625,76,7,0.6,0
V2369,4,2,114.61497858393476,337.4972699998639,55,2,0.5,1
V2370,5,3,90.09246711380172,719.3423909223352,50,3,0.6,0
V2371,2,1,125.19622328735613,604.1727179144646,32,6,0.5,0
V2372,4,5,110.66512973226322,278.2766623561474,88,19,1.25,1
V2373,3,2,68.22756307041115,409.6305914097872,68,8,0.67,1
V2374,4,3,98.66228976805608,620.245045107157,18,4,0.75,1
V2375,6,4,48.46692965492566,94.75697286859457,81,7,0.67,1
V2376,9,1,125.8160533318538,619.778002089173,85,4,0.11,0
V2377,6,0,109.94999630995731,895.6292408013207,65,18,0.0,1
V2378,8,5,111.12549856245401,563.0319155343573,25,7,0.62,1
V2379,4,2,117.5597649959327,463.3180220429639,31,1,0.5,1
V2380,5,2,96.63380287521514,196.05624031935997,84,5,0.4,0
V2381,5,1,46.229302085138286,50.0,19,10,0.2,1
V2382,6,1,118.94824019535625,398.02157148378814,89,14,0.17,1
V2383,3,3,67.91975544223189,598.430395536217,18,1,1.0,1
V2384,2,1,65.40921534591382,467.5742808360574,68,12,0.5,1
V2385,2,0,112.56608831447645,745.298519165431,33,19,0.0,0
V2386,5,0,74.29882900237298,573.8031537419888,70,2,0.0,0
V2387,3,3,95.02578458793352,340.49212780678926,7,14,1.0,1
V2388,4,1,111.80183145620586,751.6419133324771,1,3,0.25,0
V2389,10,1,110.8950899049761,618.3242003703889,87,19,0.1,1
V2390,4,2,123.03532333306899,184.30765877857533,80,3,0.5,0
V2391,6,2,73.49745970715247,301.48931690173356,59,13,0.33,0
V2392,7,4,80.88474039867687,401.7645160605254,34,17,0.57,0
V2393,7,2,100.53736867302989,853.2013285708027,52,3,0.29,0
V2394,6,3,51.43541676126631,648.0212602814075,11,14,0.5,0
V2395,3,1,65.93259465913569,293.87585477100373,8,2,0.33,0
V2396,1,2,63.38024299911248,1133.6661525030308,88,13,2.0,1
V2397,6,2,27.009177113240476,657.2175642502509,87,9,0.33,1
V2398,6,2,73.84110369820935,262.61986020971557,53,10,0.33,1
V2399,5,3,90.34649433500144,440.46307005690346,15,8,0.6,0
V2400,5,2,94.82013140518528,396.52982567899625,28,7,0.4,1
V2401,3,3,76.18763992152148,331.95637157041523,84,1,1.0,1
V2402,7,2,64.22301249276433,760.6637260666266,14,8,0.29,0
V2403,9,0,86.40241342403371,474.5144447769408,58,8,0.0,0
V2404,2,1,74.74633129838463,685.8857171208429,57,6,0.5,1
V2405,10,4,19.181647368799148,475.15514320370016,52,18,0.4,1
V2406,6,1,64.05241500275554,428.16146516281975,37,4,0.17,1
V2407,6,7,99.21800592183885,380.5508493570105,2,11,1.17,1
V2408,4,3,89.70713408105402,503.63666601556116,34,16,0.75,0
V2409,5,2,95.72897366100754,344.2121241732175,34,12,0.4,1
V2410,5,2,108.46253988586359,493.9055913115318,58,4,0.4,0
V2411,8,1,98.17664036900756,386.0114356765271,73,9,0.12,1
V2412,1,4,92.62833633879572,231.12143173521844,61,1,4.0,1
V2413,3,1,77.85972701051229,428.3162782271308,54,6,0.33,0
V2414,4,3,69.49036488990075,144.3657057974679,67,1,0.75,0
V2415,4,2,91.87007286783421,771.1829039209239,30,8,0.5,1
V2416,3,0,59.28508219922952,600.4168562978567,83,13,0.0,0
V2417,11,0,111.23372918217095,407.1259077351423,80,19,0.0,1
V2418,7,1,61.42499761647713,146.2450402250846,59,4,0.14,0
V2419,5,4,131.9941193805976,502.88439033788393,58,7,0.8,1
V2420,4,0,88.34619590545593,545.4721756321383,24,18,0.0,0
V2421,5,4,124.21339135483461,583.6775716570819,15,10,0.8,1
V2422,6,2,57.79195659606686,345.32433276826634,22,15,0.33,0
V2423,4,1,139.37309293005728,542.0105832267366,32,13,0.25,0
V2424,8,3,57.472175264019484,882.1271131697615,75,18,0.38,1
V2425,6,4,88.38418912815948,396.0402078960825,42,12,0.67,0
V2426,7,1,50.88898875410994,707.0030607917518,59,15,0.14,1
V2427,5,0,90.63327467725851,497.1688488637304,88,8,0.0,0
V2428,5,2,85.79177414381407,471.66122043984575,83,11,0.4,0
V2429,5,4,21.37734151328678,526.0623263707269,55,3,0.8,0
V2430,1,2,94.34641160087277,392.7158094587255,5,14,2.0,1
V2431,5,3,105.6088656176242,528.1835635068456,41,8,0.6,0
V2432,5,2,64.24858267092911,693.1465593219675,57,6,0.4,0
V2433,4,3,81.47346050680497,680.5085172924489,53,1,0.75,1
V2434,8,1,83.34939449879994,729.8760034863858,38,10,0.12,1
V2435,4,2,139.59569765402034,375.26683807987297,1,2,0.5,0
V2436,5,3,95.95739705367609,511.55031084642474,60,8,0.6,0
V2437,8,2,73.60046256173405,935.4182007806003,76,14,0.25,0
V2438,4,5,57.0928021623924,305.41082842677633,46,1,1.25,1
V2439,9,1,38.67674953169621,477.73246718382126,4,7,0.11,1
V2440,8,2,86.24924275902356,257.61850994149745,15,1,0.25,0
V2441,5,4,93.50423849793788,521.9221512027439,81,5,0.8,1
V2442,5,3,53.69856047355916,708.3595281515693,12,18,0.6,1
V2443,6,1,47.4961989883582,843.2485710987498,1,17,0.17,0
V2444,9,2,104.16121792603182,300.2804924578826,77,17,0.22,1
V2445,5,1,119.34097039504067,334.6446011268499,30,13,0.2,1
V2446,6,2,81.3236955496794,816.0842065775687,74,4,0.33,1
V2447,7,4,105.24054964876096,50.0,6,16,0.57,0
V2448,8,3,86.91117907665908,372.1909382495675,73,17,0.38,0
V2449,7,5,167.98260293721768,694.2316194771623,50,18,0.71,0
V2450,3,3,87.51165423857336,159.6011820329964,2,2,1.0,0
V2451,4,5,131.2747771970307,290.21159446232696,6,12,1.25,1
V2452,2,5,106.9693178849142,751.8346426606,75,10,2.5,0
V2453,5,1,73.73407925235125,102.58849259258471,77,9,0.2,0
V2454,5,0,107.68783654033989,94.65321783742115,38,4,0.0,0
V2455,3,1,88.27147869724533,668.0089960274984,76,15,0.33,0
V2456,3,2,59.41990142695607,824.7233668405738,83,10,0.67,0
V2457,6,4,92.75044724505729,786.6407120262913,18,9,0.67,0
V2458,7,2,77.10476006655215,50.0,19,7,0.29,1
V2459,4,3,88.51547894415594,792.5388014591647,28,11,0.75,1
V2460,7,3,87.89250325337238,515.7968498812652,12,2,0.43,1
V2461,5,0,83.34161044751804,338.4398505193568,52,16,0.0,0
V2462,2,2,61.38589479753357,312.75014146814885,77,6,1.0,0
V2463,5,2,126.6224204748809,639.9081169509218,87,8,0.4,0
V2464,3,0,87.82413026738178,587.4252293437339,58,18,0.0,0
V2465,4,2,96.63865842021845,781.0334711280079,22,11,0.5,0
V2466,4,1,84.05393245388687,374.80802499335095,45,4,0.25,0
V2467,3,1,77.82996569058757,402.50587847512065,62,4,0.33,0
V2468,3,1,95.96235728698423,661.2740410451377,42,10,0.33,1
V2469,7,1,132.18736422601344,341.5193361875498,67,16,0.14,0
V2470,2,2,43.24396742565812,663.9560657855518,9,3,1.0,0
V2471,1,1,57.278338664995395,276.7478367869872,64,12,1.0,0
V2472,4,1,80.13921932817489,907.6557754926891,15,17,0.25,0
V2473,3,0,66.36865141661704,898.7009851931421,30,5,0.0,1
V2474,5,0,150.4646254592725,352.8331709241995,26,3,0.0,1
V2475,4,1,79.5612159112772,512.4951815470793,69,16,0.25,1
V2476,5,4,104.24165173462112,524.554184577514,22,19,0.8,1
V2477,4,4,81.47313212815783,473.2521291778729,54,4,1.0,0
V2478,7,3,13.905643530086508,299.7574679515884,58,9,0.43,0
V2479,4,4,77.80398454810708,520.9622256941497,79,4,1.0,1
V2480,10,2,54.8841282689011,203.91331969225155,53,10,0.2,1
V2481,4,0,99.92630357836592,807.3332684013862,19,17,0.0,0
V2482,7,2,81.03833361766739,820.5407901369354,34,16,0.29,1
V2483,3,0,67.02555153863378,769.7065312648542,82,7,0.0,1
V2484,4,2,86.5836493549811,783.7063532221375,14,15,0.5,1
V2485,5,2,77.16067676488731,648.4583009489116,22,18,0.4,0
V2486,7,1,120.63174401366632,318.18947622250823,88,6,0.14,0
V2487,2,3,106.82959673125244,237.25151476405108,13,15,1.5,0
V2488,3,3,141.9657555262468,285.0897500499179,64,11,1.0,0
V2489,8,3,111.66397571151748,590.4050862934795,56,5,0.38,0
V2490,2,1,104.68428989447676,232.54295305139863,72,16,0.5,0
V2491,10,3,107.91005237487131,534.874300603705,42,12,0.3,1
V2492,3,2,112.02301873560818,611.2582747927794,66,4,0.67,1
V2493,8,1,36.00385480105722,463.08064294810913,63,2,0.12,1
V2494,4,2,105.54723589557045,507.4147217001906,42,16,0.5,1
V2495,10,2,42.106612416902905,1021.3375077477097,34,8,0.2,1
V2496,4,3,32.64341398463476,493.6518210647271,29,17,0.75,0
V2497,8,2,56.63301000135021,580.7194453041201,26,9,0.25,1
V2498,4,2,97.61272119480346,735.2623939727937,23,6,0.5,1
V2499,5,2,50.99075823472802,681.0125291846256,36,4,0.4,0
V2500,6,0,105.25185860255854,666.9863591492681,9,13,0.0,0
V2501,5,1,139.0671917728724,554.9504840142996,85,14,0.2,1
V2502,5,1,80.76305962850716,555.5122765466783,42,12,0.2,0
V2503,2,0,96.09182754677605,136.0162845680083,67,3,0.0,0
V2504,6,2,68.92560251166867,847.0914895818942,7,15,0.33,1
V2505,5,1,53.24145121732898,381.4943112586944,23,15,0.2,0
V2506,5,5,84.1623696103164,675.7151812268169,32,15,1.0,1
V2507,3,2,66.61774531480225,453.0880076649371,23,15,0.67,0
V2508,5,3,76.15310817637857,1122.950723897091,16,8,0.6,1
V2509,7,3,68.08141906058071,334.4385638483857,69,17,0.43,1
V2510,4,2,49.80346127961061,973.265093020048,13,14,0.5,1
V2511,4,1,86.46546143420953,474.5039736405042,10,6,0.25,0
V2512,7,2,32.188319879202815,646.0742577438964,59,17,0.29,0
V2513,5,0,105.15894944599877,503.4735500409706,2,2,0.0,0
V2514,5,1,39.29967636448841,817.1458211129966,80,11,0.2,0
V2515,3,2,72.19928839599537,526.109747734889,52,16,0.67,0
V2516,7,1,125.0421919308981,564.4620558559257,1,19,0.14,1
V2517,9,3,111.4542317621035,520.6446932051193,70,17,0.33,1
V2518,8,2,89.9537292074684,613.2140588891134,54,6,0.25,1
V2519,7,2,155.75178641791172,314.5673099995164,19,14,0.29,0
V2520,5,5,92.81006964447849,58.004524292761346,28,13,1.0,1
V2521,7,1,121.7351889300836,592.1855631389042,5,7,0.14,0
V2522,3,4,71.2113990655024,926.280132737668,76,13,1.33,1
V2523,7,0,10.0,417.7814688005968,30,6,0.0,0
V2524,13,2,96.81865940504714,653.5780134075706,81,2,0.15,0
V2525,6,1,103.31366609393669,203.8909098696597,19,5,0.17,0
V2526,5,1,102.36738469926577,388.74844345515515,42,12,0.2,0
V2527,3,2,46.745168623106416,509.6649559177547,25,15,0.67,0
V2528,8,1,179.34622651565036,494.0078766488039,35,6,0.12,0
V2529,2,0,56.853534277324044,723.4565429513204,9,1,0.0,0
V2530,7,4,93.06188481673486,136.65728105486454,39,11,0.57,0
V2531,3,1,97.5203012613194,466.0037701068841,56,12,0.33,0
V2532,6,5,114.57733911682288,374.79330332260884,38,3,0.83,0
V2533,2,1,69.31490435841306,317.78920702252924,15,19,0.5,0
V2534,6,4,105.68830950260939,353.76273705963706,46,13,0.67,0
V2535,1,0,138.55311240464837,554.5114853544279,37,11,0.0,0
V2536,7,1,76.24804510975169,529.2596956309707,60,7,0.14,0
V2537,3,4,74.82419213416048,460.6676846074727,62,12,1.33,0
V2538,6,1,59.70483158567117,229.66340066607643,31,18,0.17,0
V2539,1,2,97.2971941987407,446.6189978251549,30,16,2.0,1
V2540,5,1,63.372286869103355,725.3922667539961,66,8,0.2,0
V2541,5,1,110.74716806185043,171.42578821671322,7,13,0.2,0
V2542,5,3,75.50293845880293,357.25042588621676,30,17,0.6,0
V2543,5,2,82.81794760424219,270.677366069237,33,4,0.4,0
V2544,5,1,60.12722549648534,279.050440951345,38,9,0.2,0
V2545,2,2,154.52002044856033,451.5165604987269,84,9,1.0,1
V2546,6,1,93.05644452658164,371.95557116619875,19,10,0.17,0
V2547,5,3,55.4087351096534,328.63139213470026,9,11,0.6,1
V2548,7,0,98.31450513277457,503.8312329664713,86,1,0.0,0
V2549,4,0,39.16148194507462,186.55574346225245,32,17,0.0,0
V2550,9,2,70.24842361992181,899.2115349777027,30,7,0.22,1
V2551,4,1,102.76636200232392,386.62986066075115,6,11,0.25,0
V2552,2,0,105.60623326942323,424.9625246468977,61,13,0.0,1
V2553,5,2,116.8538221196037,431.4255887329018,81,6,0.4,1
V2554,5,1,129.0934184655771,306.125505917213,37,8,0.2,1
V2555,6,1,84.7132832618962,750.3127405047152,79,10,0.17,0
V2556,5,0,116.80029228053856,551.4828684991052,71,14,0.0,0
V2557,2,1,114.0978333221197,50.0,78,12,0.5,0
V2558,8,1,115.30735078439463,252.39602995415527,20,11,0.12,1
V2559,4,1,45.51223729855455,371.02383305101523,30,7,0.25,1
V2560,6,0,97.78387991024354,626.7929252717677,18,13,0.0,0
V2561,6,3,81.29345899157137,738.1768167726411,63,2,0.5,0
V2562,5,5,129.10996448370742,472.7187876279964,61,3,1.0,0
V2563,6,1,93.21925528398089,817.8870658759931,57,1,0.17,0
V2564,4,1,78.06369280351794,654.7291390723815,22,6,0.25,1
V2565,9,1,80.67322861795961,928.7241163142253,89,1,0.11,1
V2566,4,1,78.95058019037378,388.04006777633964,88,2,0.25,0
V2567,6,4,94.72822366200275,419.31584515275824,49,10,0.67,1
V2568,7,1,99.66003673467978,542.7502208260391,18,12,0.14,0
V2569,4,1,83.94905164892232,352.3248571846353,61,5,0.25,0
V2570,1,1,80.29067182853713,656.4578428269314,82,9,1.0,0
V2571,4,3,61.347190512416624,252.77689534570467,78,12,0.75,1
V2572,4,4,133.27322362312594,204.01387991136824,68,8,1.0,1
V2573,6,2,81.73916862881846,488.82489215938386,7,10,0.33,0
V2574,4,4,97.19242764620779,796.0349285873034,7,14,1.0,0
V2575,1,4,102.48663074734478,598.4243988541871,65,15,4.0,0
V2576,3,3,98.20480803302357,663.2922094816965,40,8,1.0,0
V2577,12,3,76.1902731244783,833.5374591926048,24,9,0.25,1
V2578,1,2,107.83866658029487,586.5367310770507,32,5,2.0,0
V2579,3,4,132.92748371777873,430.856492172972,10,1,1.33,1
V2580,5,1,110.2392099773464,791.2104208835889,9,11,0.2,0
V2581,4,1,103.01654483797103,693.2106326660801,39,4,0.25,0
V2582,6,0,109.45102332522949,353.2697683680673,3,6,0.0,0
V2583,5,2,91.97771783012085,330.1014609287038,69,17,0.4,0
V2584,3,1,81.71598520147757,489.44485552679305,7,4,0.33,0
V2585,8,0,147.42995456327859,679.7904917789343,12,5,0.0,0
V2586,5,1,135.99707489978005,305.5057763185432,23,14,0.2,0
V2587,7,1,75.56988055401924,526.9042135611365,89,18,0.14,1
V2588,3,1,124.04139782516465,681.1457248656177,63,3,0.33,0
V2589,10,0,103.99101377710498,450.65712009917917,17,11,0.0,0
V2590,9,3,93.89630453258351,556.3620660324809,78,15,0.33,0
V2591,7,3,135.23496307119822,597.9929332207869,64,7,0.43,0
V2592,4,2,93.50300737533917,650.5948016144155,65,4,0.5,1
V2593,2,0,97.64377532341909,515.9527430359361,86,6,0.0,0
V2594,5,4,104.66839391500473,475.0983409034677,28,10,0.8,1
V2595,6,2,52.964744302005485,703.3213465966016,58,7,0.33,0
V2596,7,1,98.1964600269816,50.0,87,3,0.14,0
V2597,6,2,48.46887613880851,672.1248702748215,18,15,0.33,0
V2598,8,2,107.56611505622712,616.6703873849475,44,16,0.25,0
V2599,3,2,106.29739162380758,804.6838503183058,64,3,0.67,1
V2600,4,1,125.26325696998552,614.9900855678216,37,12,0.25,0
V2601,3,0,108.7732633458701,292.5602893776394,3,5,0.0,1
V2602,7,1,167.29619019905078,520.4954957079933,14,5,0.14,0
V2603,6,0,47.63413344111898,304.0840731084197,7,1,0.0,0
V2604,7,2,89.42625661892134,729.2884627431149,17,6,0.29,0
V2605,5,1,121.47651180964624,50.0,70,15,0.2,0
V2606,4,2,124.27556930052707,179.66551383886218,83,13,0.5,0
V2607,5,0,72.79589835227559,259.8930949501033,79,7,0.0,0
V2608,5,2,125.58703404601866,174.41696198459687,39,18,0.4,0
V2609,3,5,46.088766352722644,434.9940797645256,5,19,1.67,0
V2610,4,3,65.84366616214302,416.19998356984945,79,6,0.75,0
V2611,6,3,102.34403274967895,665.7838178534457,52,8,0.5,0
V2612,10,0,98.40578079374208,118.0751411148496,26,3,0.0,0
V2613,5,4,127.63390811414007,392.78017104575184,39,17,0.8,0
V2614,2,1,116.76267562851433,552.1358221841367,45,14,0.5,0
V2615,7,1,76.8683315832556,313.7051051628681,77,14,0.14,1
V2616,3,0,127.75300604983246,169.48905406300753,31,2,0.0,0
V2617,3,1,106.52386631833446,641.1811888545571,77,4,0.33,0
V2618,6,4,114.83245350595351,613.8681633913479,23,9,0.67,1
V2619,6,3,114.05428961658332,75.57272850205896,40,16,0.5,0
V2620,6,2,82.71971421998425,414.2057757702253,32,1,0.33,0
V2621,3,0,119.6716295189672,377.1688922941242,4,2,0.0,1
V2622,7,0,100.29719463331551,863.2319638662498,81,12,0.0,1
V2623,11,0,117.21106252646729,122.16249712458841,84,16,0.0,1
V2624,9,1,134.69023148545884,410.0064272925083,46,15,0.11,0
V2625,6,1,87.10521937967529,652.0086614583233,75,19,0.17,1
V2626,3,2,121.21963415424219,476.0678097732118,42,6,0.67,1
V2627,3,3,79.72734755329418,714.108696399584,39,19,1.0,1
V2628,4,7,76.07581150662372,103.44159212256693,70,15,1.75,1
V2629,8,3,89.76843601605599,242.26460701486383,56,4,0.38,0
V2630,4,2,89.69466294960262,436.9922018435133,47,16,0.5,0
V2631,5,0,103.92223864612917,597.7265499643397,38,11,0.0,1
V2632,10,2,56.168898510897854,500.8103749937797,18,7,0.2,0
V2633,7,3,106.89086570594853,622.3528938304906,2,2,0.43,1
V2634,5,3,85.59932380964099,432.6374884648076,54,7,0.6,0
V2635,5,2,33.248262115663834,238.0875601640107,81,12,0.4,1
V2636,3,2,102.00901660666212,610.4573225814352,88,14,0.67,0
V2637,6,2,132.4268517259834,193.92668746884027,30,15,0.33,1
V2638,4,1,121.9443498907735,306.2834286021814,88,7,0.25,0
V2639,4,1,89.9716066325161,226.30826879846734,4,18,0.25,0
V2640,1,3,77.16213322531985,536.5417857444368,7,11,3.0,1
V2641,8,2,116.12565527007838,483.9348428164723,79,10,0.25,0
V2642,1,2,77.17961442620015,272.39422483589635,57,14,2.0,0
V2643,4,2,88.69302555449555,341.26552966376903,30,3,0.5,0
V2644,7,1,167.11989963662768,429.5890432581386,44,18,0.14,1
V2645,7,2,134.61260917139816,626.7465019949071,77,12,0.29,0
V2646,7,1,84.6000313835989,505.6235643703884,29,1,0.14,1
V2647,2,2,110.55328524317612,557.0082137454431,36,13,1.0,0
V2648,7,3,137.82573277017525,586.555748813815,48,2,0.43,1
V2649,3,4,104.03620916838597,495.70787614896454,19,15,1.33,0
V2650,6,4,57.28094331149596,542.6492334207105,63,11,0.67,1
V2651,4,2,100.32660192819657,471.5059717664295,2,6,0.5,0
V2652,2,1,83.18300103713099,794.7300438640609,14,6,0.5,0
V2653,2,4,83.81399117710367,605.7979090331901,80,12,2.0,0
